2.1668,5.4895,1
-1.9563,-0.79647,1
1.7243,1.3583,1
4.5019,6.0332,1
0.7053,4.1696,1
2.6704,3.8539,1
1.7692,3.4003,1
0.16697,1.2728,1
1.0363,2.4102,1
1.8296,3.3021,1
2.5091,4.6331,1
2.064,3.5895,1
-0.12058,0.41275,1
0.019666,2.2576,1
0.036219,2.0027,1
2.9062,4.8533,1
-2.7122,-1.7064,1
-1.571,1.1396,1
0.45022,0.86376,1
0.91464,4.703,1
-2.6071,0.0090352,1
-0.50713,0.34227,1
1.0772,1.8225,1
4.1019,5.0319,1
2.6588,3.9888,1
1.504,1.9979,1
0.42564,2.4996,1
0.26602,2.2607,1
1.6399,3.6221,1
2.592,4.2995,1
2.7495,5.6385,1
0.39314,2.9002,1
1.4192,1.7646,1
2.9976,3.4984,1
0.21799,3.389,1
-0.69489,0.81694,1
-0.26374,0.57647,1
-1.0715,1.9523,1
-0.76887,2.0119,1
2.5695,3.3576,1
0.6385,1.5843,1
2.2721,4.5004,1
1.0856,2.6816,1
-1.0377,1.5012,1
1.7945,5.2148,1
2.7094,3.5203,1
0.27072,2.2491,1
-0.58945,2.1986,1
-3.5185,-0.052164,1
-0.32045,2.7968,1
2.289,4.5971,1
1.5531,1.3641,1
0.5685,2.5053,1
2.2084,3.8858,1
1.4643,3.1777,1
-0.07959,2.8348,1
2.8273,4.2727,1
0.85282,0.56637,1
1.2171,0.88484,1
3.4921,7.2555,1
0.47942,4.0681,1
2.1271,6.3679,1
3.1266,4.6547,1
-0.27002,1.7327,1
2.2835,5.9061,1
1.9836,3.7017,1
2.3348,2.2565,1
2.9733,4.3803,1
2.6615,3.4946,1
1.4096,2.7774,1
1.9075,2.2988,1
0.71838,2.03,1
1.8514,1.9252,1
0.94742,1.6123,1
3.5033,4.9277,1
-2.5725,-0.43476,1
1.8002,1.638,1
-0.32365,3.259,1
3.2602,3.9293,1
-0.8307,3.0169,1
1.7651,5.5466,1
2.1675,4.8651,1
0.73872,1.9079,1
-1.7083,-0.29917,1
1.3397,3.2902,1
1.511,1.2383,1
0.19708,4.4403,1
4.1885,4.0383,1
-1.7786,1.6018,1
1.4475,3.998,1
3.2069,4.9906,1
0.98369,2.0917,1
-0.47965,2.7965,1
0.40008,0.57614,1
-0.0053892,3.2892,1
2.242,3.8373,1
-0.2685,2.4486,1
-0.47295,2.4844,1
1.106,3.1359,1
-0.43668,2.6648,1
0.95257,2.4009,1
3.4766,4.8617,1
-0.023497,0.92934,1
0.65847,3.7115,1
2.9898,4.114,1
1.1486,4.8043,1
-1.1948,0.41618,1
0.26831,1.571,1
1.5792,2.7921,1
0.60714,2.4001,1
-0.50313,2.375,1
1.5263,4.2998,1
0.82875,3.1404,1
-0.043861,2.2194,1
2.4047,3.3254,1
0.2657,3.3345,1
-1.2576,0.81258,1
0.61636,2.2761,1
3.3161,4.1021,1
-0.91081,1.053,1
-0.55885,3.2432,1
-1.995,0.83537,1
-1.0188,1.1953,1
0.87703,-0.63254,1
0.22771,0.26814,1
1.7395,3.989,1
6.0633,5.0928,1
1.6017,4.7391,1
1.4663,0.89821,1
0.59504,5.2793,1
1.9715,2.1031,1
-1.1574,2.5299,1
0.68984,2.8074,1
2.1115,2.1152,1
0.064235,-1.2582,1
-1.2169,2.0604,1
1.9996,2.9681,1
1.4947,1.9072,1
-1.2185,2.2431,1
0.48904,2.1412,1
-0.24836,0.68466,1
1.9165,1.7646,1
-0.014615,1.5196,1
0.87421,1.635,1
2.3316,2.8742,1
0.52481,3.0944,1
-0.19155,3.0688,1
-0.0017001,1.7649,1
1.9379,3.0088,1
4.2492,6.6623,1
-3.2095,0.79177,1
-1.2321,3.043,1
0.30725,1.7711,1
0.8511,3.6397,1
-1.9538,-1.9887,1
-2.8221,-0.86816,1
-0.58083,-0.34818,1
-1.409,3.1071,1
0.57882,3.5495,1
-1.5743,1.7296,1
0.71423,2.6556,1
0.48361,0.1318,1
0.5568,2.8746,1
1.3775,6.1127,1
0.69068,0.98468,1
4.6347,8.3238,1
3.4773,4.7524,1
0.52604,3.4413,1
-2.412,1.7161,1
0.79774,2.0231,1
1.987,6.119,1
-1.8072,-0.50527,1
3.9054,5.9209,1
1.3139,4.1459,1
0.034537,1.124,1
3.3978,3.0999,1
3.64,1.8921,1
0.47675,4.1788,1
2.1076,2.4334,1
0.59634,4.6338,1
0.69903,2.2745,1
1.3889,4.1267,1
1.8792,6.1734,1
1.7948,2.6438,1
2.1044,3.6163,1
-0.63986,2.3323,1
2.0208,5.1112,1
-0.4386,3.0647,1
1.3672,3.5675,1
0.55834,4.0572,1
4.4602,5.2186,1
1.4283,2.2465,1
0.68878,2.6137,1
0.14946,1.4663,1
2.0804,3.7103,1
-0.32602,3.5333,1
-0.69659,-1.2054,1
-0.02928,2.1615,1
1.9954,5.3808,1
-1.0808,3.1036,1
-0.65889,2.7605,1
3.213,2.8883,1
-0.23496,2.4887,1
2.5432,1.6006,1
-0.58731,0.5675,1
3.0765,1.7008,1
2.4528,4.6517,1
1.605,1.846,1
-3.5726,-0.079667,1
1.0315,3.044,1
0.16027,1.9036,1
1.2329,4.9114,1
3.033,3.4601,1
2.7301,5.8869,1
0.48757,3.8033,1
-0.80494,1.6627,1
-1.4441,-0.10625,1
1.1228,3.2763,1
3.2906,6.1301,1
4.3863,6.1205,1
0.14631,4.2457,1
0.57838,2.256,1
-1.1131,2.0824,1
-1.4291,2.2368,1
0.39954,3.7331,1
2.3398,4.3908,1
-1.8316,1.89,1
-0.77845,1.6731,1
2.3002,3.7871,1
-1.5307,0.82767,1
0.094497,5.9498,1
4.4125,4.8347,1
1.6236,3.0146,1
-0.13594,2.6346,1
2.0841,5.7029,1
-0.54451,2.1118,1
0.18687,2.8279,1
-1.3822,-1.4899,1
2.3398,4.7682,1
3.2432,4.0963,1
3.7902,4.6352,1
1.9053,3.6792,1
-2.4942,1.6393,1
0.67208,3.2511,1
0.8258,2.4789,1
1.8553,3.3865,1
1.4529,2.3673,1
-1.4488,2.0123,1
1.6578,0.16252,1
1.8063,3.918,1
0.54226,1.0455,1
-2.2628,1.6884,1
0.023818,1.2948,1
1.9772,5.2164,1
0.91022,4.5526,1
-0.40107,2.7696,1
0.25534,3.3925,1
0.69283,3.1967,1
-0.1125,2.8626,1
0.53779,3.6331,1
3.4292,4.2532,1
0.82048,3.6011,1
-0.38651,1.4786,1
2.3277,5.0613,1
0.78498,2.9547,1
4.6875,6.6222,1
2.0124,5.2877,1
2.2157,1.0525,1
0.15166,2.5816,1
2.6958,4.6725,1
-1.6415,2.5477,1
2.9789,3.269,1
2.4118,3.3177,1
2.7126,5.1758,1
5.0412,8.0949,1
-0.58064,3.123,1
1.1321,4.7076,1
1.2156,2.5597,1
0.9508,3.7148,1
3.1853,3.7445,1
2.1978,3.914,1
3.069,3.6205,1
1.1135,0.62845,1
3.1058,4.4733,1
1.2605,3.1442,1
1.0697,1.3058,1
-0.034023,1.9818,1
4.1265,5.2444,1
4.9875,5.1152,1
-1.3499,1.822,1
-0.35418,2.183,1
1.4254,3.6172,1
1.2144,3.3553,1
3.1381,4.9074,1
-2.3912,0.29973,1
0.83572,3.3916,1
4.3068,5.5662,1
1.7177,2.1162,1
-1.3466,2.117,1
-0.80512,3.1694,1
2.647,1.8908,1
3.0098,4.8857,1
3.3535,3.026,1
0.62237,3.2677,1
3.7347,3.4963,1
4.1201,5.9909,1
0.27862,4.2926,1
2.3874,4.9811,1
1.9946,3.0731,1
2.5036,3.0268,1
2.0367,3.2703,1
2.1613,3.6599,1
0.73917,1.8331,1
-2.2759,2.9018,1
1.6802,3.3676,1
1.9176,4.3769,1
1.5215,4.5987,1
-0.3703,2.0571,1
-2.0962,0.21274,1
2.9411,3.7057,1
-0.060725,1.9765,1
-0.09121,1.8754,1
2.9239,6.8744,1
2.5453,4.3657,1
3.4935,4.1714,1
2.2846,2.619,1
1.7581,4.0875,1
-0.51826,2.3648,1
-0.67753,2.0495,1
1.2836,2.5805,1
-0.6961,1.4018,1
3.2,6.4932,1
3.13,2.9209,1
3.3478,4.4792,1
1.1696,3.2627,1
-2.8795,1.5586,1
-0.19835,1.505,1
2.4755,4.4111,1
1.6288,4.4175,1
2.051,4.0641,1
-1.67,0.96241,1
-2.0707,2.1242,1
-0.87534,2.1696,1
-1.9829,0.92857,1
-0.49974,1.6127,1
-2.136,-0.54552,1
1.5537,2.564,1
0.82477,2.498,1
1.1961,4.8157,1
2.9127,4.2798,1
-1.5094,3.3809,1
0.20811,3.0285,1
4.3517,4.0386,1
-1.3165,0.23213,1
3.638,4.7625,1
4.3362,4.5336,1
2.2484,3.7911,1
4.5751,5.0764,1
1.9319,3.9934,1
0.33539,2.5622,1
-1.4526,2.4749,1
1.9065,3.092,1
-0.051139,-1.7752,1
1.1401,2.9054,1
3.4847,4.6347,1
1.6117,2.5135,1
4.9601,5.366,1
1.7747,5.5725,1
1.749,6.0845,1
0.63998,4.2966,1
3.218,5.1856,1
0.28292,4.7528,1
-0.12934,1.0349,1
-0.67606,1.7641,1
1.8343,5.3488,1
1.4638,2.7079,1
4.2836,3.7191,1
2.0435,4.0129,1
-0.80218,2.341,1
2.5135,5.4852,1
-0.86015,2.6517,1
1.5977,6.7625,1
-1.8007,2.3434,1
3.3862,4.7521,1
2.1905,3.4762,1
-0.20566,2.7268,1
2.0489,2.8782,1
1.6647,4.0691,1
-2.4233,-1.0903,1
1.1561,4.1688,1
-4.152,-0.3055,1
1.0767,3.3809,1
0.29797,4.3455,1
0.8972,1.936,1
-0.23305,-1.1229,1
1.9596,5.2875,1
-2.3548,0.36231,1
0.84016,2.8315,1
3.7832,4.6879,1
0.67672,2.4858,1
3.2703,4.2089,1
1.5584,4.7626,1
0.90627,2.5388,1
0.99192,3.2202,1
5.229,6.914,1
-0.91173,4.0128,1
2.1937,4.1757,1
1.6345,4.2146,1
0.24756,1.4779,1
0.30288,1.5694,1
0.6086,4.6596,1
4.4577,3.8538,1
0.56877,0.30442,1
3.234,4.4429,1
