7.794200000000000017e-01,7.993500000000000050e+00
-1.638600000000000056e+00,-1.095700000000000074e+01
7.218200000000000394e+00,-7.342200000000000060e+00
-6.066900000000000404e+00,2.460900000000000087e+00
4.457900000000000418e+00,-9.597099999999999298e+00
-6.257900000000000240e+00,1.176600000000000090e+00
9.523300000000000765e+00,4.799399999999999777e-01
-2.324500000000000011e+00,7.220600000000000129e+00
-5.724500000000000144e-01,-1.099499999999999922e+01
8.512399999999999523e+00,-5.377100000000000435e+00
-3.379999999999999893e+00,6.518399999999999750e+00
-2.451000000000000068e+00,-4.398500000000000298e+00
7.252299999999999969e+00,-7.152300000000000324e+00
7.730000000000000426e+00,-6.595799999999999663e+00
1.907599999999999962e+00,-1.057600000000000051e+01
9.049599999999999866e+00,2.173200000000000021e+00
6.176000000000000156e+00,-8.255200000000000315e+00
-2.443400000000000016e+00,-1.084800000000000075e+01
-5.434700000000000308e+00,-2.043800000000000061e+00
-6.217800000000000438e+00,1.646099999999999897e+00
9.292199999999999349e+00,-3.612499999999999822e+00
8.878600000000000492e+00,2.463600000000000012e+00
-5.925300000000000011e+00,-1.046699999999999964e+00
-2.683300000000000018e+00,-4.415000000000000036e+00
7.972599999999999909e+00,4.434700000000000308e+00
-4.586000000000000298e+00,-3.101199999999999957e+00
3.200600000000000112e+00,-2.125199999999999978e+00
9.638799999999999812e+00,-5.999499999999999833e-01
9.480399999999999494e+00,3.501500000000000168e-01
6.598099999999999632e+00,-7.841199999999999726e+00
-5.736200000000000188e+00,-1.213100000000000067e+00
-1.879899999999999904e+00,7.517400000000000304e+00
-4.789399999999999658e+00,5.132100000000000328e+00
3.439900000000000180e+00,-5.334499999999999797e-01
8.726900000000000546e+00,3.127800000000000136e+00
6.139400000000000190e+00,-8.418100000000000804e+00
8.613099999999999312e+00,-4.881899999999999906e+00
7.144300000000000317e+00,-7.380799999999999805e+00
1.415599999999999969e+00,-1.073799999999999955e+01
-3.252200000000000202e+00,-4.024000000000000021e+00
7.424699999999999633e+00,5.054999999999999716e+00
4.649099999999999788e+00,-9.377399999999999736e+00
9.596199999999999619e+00,-3.225799999999999779e-01
-1.836600000000000010e+00,-4.603299999999999947e+00
-1.079900000000000082e+00,-4.735000000000000320e+00
2.202400000000000191e-03,7.866699999999999804e+00
-3.733000000000000096e+00,6.307999999999999829e+00
5.764499999999999957e+00,6.505899999999999572e+00
-1.643299999999999983e+00,-1.092800000000000082e+01
3.027400000000000091e+00,4.507800000000000140e-01
9.365299999999999514e+00,1.069800000000000084e+00
3.815799999999999859e+00,-9.873200000000000642e+00
6.658699999999999619e+00,-7.858200000000000074e+00
-3.149599999999999955e+00,-4.166599999999999859e+00
6.795499999999999652e+00,-7.740000000000000213e+00
9.352399999999999602e-02,-1.096700000000000053e+01
9.550000000000000711e+00,-2.264899999999999913e+00
5.949399999999999800e+00,-8.502800000000000580e+00
4.214400000000000368e+00,7.365400000000000169e+00
3.272400000000000198e+00,-4.421300000000000230e-01
5.888099999999999667e+00,6.424599999999999866e+00
3.056999999999999940e+00,5.601899999999999658e-01
1.026000000000000023e+00,-1.084800000000000075e+01
2.762999999999999901e+00,1.011200000000000099e+00
-3.646799999999999820e+00,-1.054400000000000048e+01
-5.977400000000000269e+00,-8.840500000000000025e-01
3.128699999999999815e+00,-1.019200000000000017e+01
4.156399999999999650e+00,-9.643299999999999983e+00
8.393299999999999983e+00,-5.697099999999999831e+00
-1.733100000000000085e+00,-4.722199999999999953e+00
3.392599999999999838e+00,-9.936299999999999244e+00
-5.354599999999999582e+00,4.369699999999999918e+00
2.851500000000000146e+00,-2.815199999999999925e+00
8.311400000000000787e+00,-5.766799999999999926e+00
-4.647700000000000387e+00,5.287399999999999878e+00
9.121299999999999963e-01,-4.422900000000000276e+00
6.231600000000000250e+00,6.201500000000000234e+00
7.398900000000000254e+00,-7.165799999999999947e+00
3.782000000000000028e+00,-1.000600000000000023e+01
7.991699999999999804e+00,-6.155199999999999783e+00
2.019899999999999807e+00,-1.062400000000000055e+01
-6.264999999999999680e+00,1.219000000000000083e+00
9.462400000000000588e+00,-2.111499999999999932e+00
-3.851899999999999769e-01,-4.598099999999999632e+00
-1.439999999999999961e-02,-4.644899999999999807e+00
6.034099999999999575e+00,-8.379699999999999704e+00
4.601099999999999746e+00,-9.481500000000000483e+00
