0.469770005,1,0.270463048,0.812819249,0.578245852,0.371699751,0.261600206,0,0,0.234127342,0.565462859,0.533162855,1,0.901007511,0.402439213,0.982794909
0,0.887155628,0.275891166,1,0.421130278,0.758003877,0.296084638,0.449351436,0.15096627,0.150846232,0.376990592,0,0.689886128,0.019072406,1,0.057417599
0,0.568409504,0.321768429,0.682325901,0.72960861,0.903011693,1,1,0.758612591,0.752239313,0.504584696,0.505996707,0.285181283,0.255832565,0.162747883,0
0,1,0.07071731,0.918845937,0.047144873,0.686851162,0.189418699,0.4574263,0.863797118,0.345192752,1,0.45606491,0.753982793,0.231129927,0.660028223,0
0,0.671232877,0.482426731,0.826872282,1,1,0.818487833,0.802208776,0.596661839,0.603269627,0.398628462,0.403492846,0.320968015,0.200536021,0.458525736,0
1,1,0.880607502,0.992925444,0.503913917,0.744309128,0.180814911,0.471957919,0,0.162109367,0.383700559,0,0.742600837,0.161827212,0.196883742,0.2
0,1,0.028888902,0.717794308,0.265378771,0.347803057,0.851249509,0.356813693,1,0.708803727,0.738420762,0.969496245,0.652417935,0.488468307,0.655708678,0
0.132477037,0.890655515,0.120341829,0.503815663,0.716134139,0.37963593,0.562415947,0,0.041837825,0.16540555,0,0.608762064,0.323997111,0.939485881,1,1
0.730015845,0.869525723,0.304321011,1,0,0.690524341,0.618451942,0.643049621,0.991746036,0.795898823,1,0.375276394,0.836703898,0,0.17747433,0.008322296
0.473058052,0.952986596,0.633704409,0.651844426,0.878958771,0.278610128,0.232432552,0,0.234667824,0.33407094,0.80374592,0.670018614,1,1,0,0.848707473
1,1,0.720693384,0.993957753,0.364424273,0.779646261,0.336882462,0.538629058,0.793418527,0.470938899,0.64580847,0.131578368,0.191983534,0,0,0.015113693
0.910372071,0.732598383,0.547004795,1,0,0.864201939,0.229629126,0.586421332,0.814008867,0.670121526,1,0.390500846,0.798831837,0.044158292,0.203985562,0
0,0.853585726,0.388069829,1,0.811693684,0.880078811,0.872222222,0.505032722,0.83928035,0.123663689,0.584265889,0,0.536084543,0.222440739,1,0.240475954
0.346845192,0.754981335,0.577755008,1,1,0.919001934,0.683845536,0.653200039,0.805464536,0.381311497,0.821210348,0.089657033,0.319468004,0,0,0.170589297
0.495442116,0.832773698,0.655235987,1,0.757580281,0.748591756,0.50630643,0.508532996,1,0.415455621,0.963355714,0.127622477,0.48671155,0,0,0.070207603
0.987236142,0.798502099,0.636891724,1,0.25349619,0.76107818,0.795590207,0.677793117,1,0.625303566,0.969650202,0.235844976,0.542754746,0,0,0.154867046
0.235097846,0.659661417,0.434402778,1,0.588134744,0.651806171,0.342996938,0.284142486,0,0.015404074,0.157668736,0.111338145,0.57697012,0,1,0.012072725
0,0.724283594,0.196237851,0.993299121,0.718449967,1,0.699041308,0.726393503,0.321933996,0.479178249,0.053306886,0.187635166,0.465242767,0.005929913,1,0
0.113439532,0.767651085,0.196346957,0.622926614,0.782791148,0.405269344,0.506175122,0,0.010721749,0.171109274,0,0.644954855,0.229186881,0.978405635,1,1
0,0.453146029,0.508580513,0.639179612,0.786918765,0.875535345,1,1,0.917930817,0.746096928,0.855282842,0.491459773,0.745495979,0.238593022,0.890909091,0
0.094807627,0.864495845,0.342319315,0.66633955,0.67527258,0.343869522,0.344938166,0,0.032718775,0.266211836,0,0.695157213,0.345131826,0.951546713,1,1
0.712529556,0.620182751,0.529649889,1,0,0.717873161,0.813441926,0.392225936,1,0,0.140487815,0.143325163,0.515113189,0.571227654,0.889588788,0.942061776
0.529719744,1,0.327969871,0.754055062,0.047669142,0.438512749,0,0.112054437,0.705778832,0,1,0.281205726,0.443740169,0.45892107,0.346512226,0.207730472
0.110149019,1,0,0.692107651,0.152353126,0.43373494,0.868326817,0.466704537,1,0.655751788,0.745434605,0.66930987,0.711388935,0.332901014,0.659948029,0
0.453440497,1,0.102070937,0.834953424,0.344062376,0.645059747,1,0.771653969,0.703770094,0.823057672,0.489533249,0.545717225,0.226543919,0.274571875,0,0
0.608414576,0.588685012,0.57833517,1,0,0.838237742,0.436002784,0.419084049,0.804239373,0,0.076957911,0.044343783,0.33591776,0.438524097,1,0.702019614
1,0.836595921,0.350928388,1,0.026275312,0.875589238,0.120671277,0.700814842,0.153846154,0.525531079,0.153846154,0.350128167,0.01032258,0.175357444,0,0
0.31370565,0.588936451,0.531794291,1,1,0.955876578,0.788250567,0.460990889,0.481015329,0,0.923748914,0.189150646,0.582343559,0.542619583,0,0.62672174
0.402437268,0.992143031,0.50943022,0.661698563,0.791631266,0.255983744,0.391084283,0,0,0.277115678,0.08748733,0.767597029,0.463496603,1,1,0.936716046
0,0.972741155,0.360911807,1,0.801324503,0.845022378,0.68567146,0.422716997,0.563822254,0,0.252716653,0.229674957,0.498033138,0.363253779,1,0.314864695
0,0,0.309441561,0.155124897,0.628687129,0.30733857,0.881002883,0.520426734,1,0.789818127,0.816303461,1,0.552698067,0.828597457,0.789568667,0.636363636
0.293624644,0.860713309,0.660811583,1,0.764711696,0.772403843,0.529555135,0.505645697,0.778746586,0.393899205,1,0.169407727,0.564758031,0,0,0.051526951
0.282700176,0.9109698,0.140921235,0.567567601,0.664019583,0.386686604,0.298480565,0,0,0.186229881,0.028324458,0.724330413,0.393418656,0.9745628,1,1
0.758913106,0.966592105,0.398854752,1,0,0.594296868,0.081953136,0.293499232,0.83818634,0.329201659,1,0.639400967,0.761510086,0.439685704,0.468853817,0
0.63168332,0.930248671,0,0.666857891,0.971146181,0.665683919,0.897467782,1,0.130539193,0.699068192,1,0.680439368,0.953096002,0.361947219,0.268876644,0
0.085571411,0.928112537,0.533584677,1,0.893447453,0.805860137,0.575347507,0.523755528,0.173238896,0.295466202,0,0.049649037,0.49847528,0.015091261,1,0
0,0.927170879,0.628887992,1,1,0.785675469,0.696961893,0.429227842,0.500136415,0.050766421,0.355162205,0,0.159374455,0.351174926,0.864119242,0.367060568
0.298420718,0.865776166,0.159282528,0.55373501,0.687307938,0.406812575,0.521609075,0,0,0.157941302,0.153501456,0.63035369,0.41410778,1,1,0.981948264
0.601575902,1,0.207330009,0.766750786,0,0.394687363,0.106729137,0.017377395,0.683655939,0,1,0.331720052,0.559077798,0.402906378,0.151330305,0.103298229
0,0.823968894,0.294409573,1,0.876878359,0.947363651,0.646730471,0.693450401,0.732244594,0.426627711,1,0.130049724,0.49861938,0.008385064,0.098924341,0
0.04722404,0.898951002,0.460823695,0.981045684,0.893803117,1,1,0.810425194,0.773446704,0.588408445,0.627131016,0.343469158,0.370789526,0.136166265,0,0
