0.58046914,-0.902534044,0.617899185,-0.997942483,-2.463798853,-0.846454755,2.349849319,0.375399754,-0.649333545,1.604637147,-0.623059799,-0.383125487
0.784374931,-1.077366346,0.615780902,-0.921910995,-2.388553095,-0.638047212,2.106683943,0.361017764,-0.714317061,1.260235506,-0.423339344,-0.287791204
0.791292377,-1.086242156,0.669772724,-0.806111746,-2.2607811,-0.538490846,2.053282324,0.266491708,-0.84281523,1.081797292,-0.267201037,-0.172203481
1.217305617,-1.083424565,0.855482741,-0.724879015,-2.155551906,-0.101878928,1.768597041,0.303150789,-1.044710261,0.65528952,0.214297594,-0.341839628
1.065352091,-1.030177688,0.773296985,-0.452289351,-1.955906553,0.248204713,1.530473794,0.25373959,-0.968960693,-0.208287168,0.331577587,0.00728765
0.682618802,-0.918645395,0.62218459,-0.147852242,-1.764250402,0.399775738,1.436576552,-0.10389344,-0.986860621,-0.402874005,0.560879916,0.454140495
1.191932902,-1.200991132,0.917758458,-0.282822896,-1.574464533,0.605224572,1.149307426,-0.164772419,-1.296773912,-0.17469009,0.888677697,0.356414929
1.085480606,-1.171623935,0.87936685,0.052422116,-1.304285946,0.632927577,0.986981305,-0.362404176,-1.365048692,-0.323196035,1.107525146,0.475680155
1.23279918,-1.291698795,0.910463503,0.063118078,-1.09764544,0.727536479,0.728524339,-0.490988036,-1.490634387,-0.149144757,1.288914307,0.264640396
0.897939982,-1.309653952,0.997361982,0.130458435,-0.925402679,0.947241545,0.238446686,-0.723681599,-1.298268028,-0.137689977,1.385274466,0.361025394
0.56124721,-1.409985723,1.068132201,0.348270634,-0.805255401,1.070104721,-0.108865394,-1.045463965,-1.142951532,0.280946582,1.520372073,0.060031739
0.443015141,-1.549931383,1.246031426,0.47549423,-0.691146045,1.107618916,-0.334829382,-1.130693231,-1.109996809,0.807270713,1.66836202,-0.634907631
0.200397304,-1.53917984,1.500759652,0.723311694,-0.555406938,0.9479882,-0.411406286,-1.194760239,-1.094327532,1.382419828,1.623732369,-1.334366887
